1.290998,103.817147
1.338224,103.846674
1.273387,103.845676
1.410363,103.902167
1.266849,103.810635
1.344396,103.757424
1.303952,103.840807
1.300426,103.861729
1.311154,103.857591
1.306498,103.891663
1.306087,103.910288
1.321867,103.790918
1.3059,103.904004
1.358836,103.76283
1.277763,103.841329
1.310448,103.806629
1.321649,103.865017
1.299756,103.883773
1.273387,103.845676
1.317436,103.77679
1.351904,103.878925
1.308606,103.839117
1.377346,103.961517
1.309039,103.838274
1.275709,103.836722
1.351424,103.86538
1.310937,103.799595
1.398469,103.917354
1.243442,103.83903
1.293451,103.840266
1.300903,103.848823
1.313557,103.858465
1.301133,103.845873
1.351417,103.882105
1.31546,103.840271
1.339446,103.769209
1.366863,103.877334
1.298704,103.842618
1.312952,103.828266
1.315025,103.838547
1.312089,103.908706
1.370976,103.776309
1.342225,103.954971
1.299824,103.847004
1.351424,103.86538
1.314446,103.88656
1.33087,103.904762
1.369829,103.867574
1.316951,103.831808
1.317291,103.830039
1.336234,103.843753
1.245902,103.842593
1.316458,103.837691
1.374377,103.766328
1.311153,103.939626
1.319342,103.844886
1.348354,103.959536
1.338224,103.846674
1.34137,103.953468
1.293944,103.828712
1.281352,103.852875
1.382708,103.897128
1.340702,103.837495
1.338028,103.772502
1.332169,103.940533
1.31546,103.840271
1.349581,103.926714
1.304129,103.800286
1.318756,103.840072
1.342471,103.769066
1.300426,103.861729
1.347809,103.772984
1.37102,103.769855
1.354572,103.931866
1.402583,103.911698
1.351923,103.838775
1.33756,103.780288
1.37043,103.944799
1.328779,103.789202
1.324735,103.82526
1.299065,103.836197
1.24563,103.843938
1.315847,103.83549
1.315847,103.83549
1.291746,103.82802
1.398127,103.905
1.323758,103.84123
1.354642,103.935887
1.304725,103.826383
1.312655,103.801078
1.301133,103.845873
1.316549,103.801749
1.314297,103.843133
1.321867,103.790918
1.315793,103.807458
1.279728,103.850129
1.359448,103.94081
1.328457,103.912266
1.317344,103.852254
1.343991,103.873051
1.343991,103.873051
1.297239,103.837385
1.299184,103.764793
1.308982,103.899879
1.313007,103.842283
1.328696,103.906572
1.326702,103.812084
1.311777,103.802736
1.34003,103.956236
1.311443,103.895209
1.331903,103.792826
1.293022,103.829497
1.31504,103.835538
1.358836,103.76283
1.330548,103.945972
1.342225,103.954971
1.337871,103.779779
1.330959,103.806768
1.277763,103.841329
1.330548,103.945972
1.310448,103.806629
1.321649,103.865017
1.353047,103.862719
1.299756,103.883773
1.266849,103.810635
1.316026,103.777654
1.300426,103.861729
1.309905,103.908408
1.300743,103.838983
1.280072,103.847504
1.307735,103.925045
1.321674,103.864458
1.29531,103.836767
1.334722,103.868487
1.300981,103.837972
1.334186,103.926683
1.277763,103.841329
1.351249,103.840757
1.329838,103.869378
1.313153,103.939964
1.355194,103.887983
1.309735,103.839164
1.295942,103.872583
1.313658,103.804951
1.352518,103.862135
1.305792,103.833232
1.315798,103.834046
1.295616,103.832062
1.296442,103.888414
1.385332,103.891903
1.317891,103.829141
1.306133,103.840671
1.309214,103.837415
1.326409,103.794322
1.286818,103.779173
1.300216,103.88511
1.297653,103.874753
1.290998,103.817147
1.309065,103.798596
1.323962,103.818974
1.341866,103.766338
1.295617,103.842258
1.282105,103.802477
1.296974,103.888526
1.299336,103.841674
1.317224,103.840601
1.292581,103.838527
1.310065,103.898721
1.363236,103.764243
1.296249,103.855245
1.327966,103.814974
1.279269,103.850526
1.360004,103.842127
1.311825,103.925031
1.280306,103.852321
1.326702,103.812084
1.308881,103.819338
1.297115,103.797262
1.327611,103.84811
1.326895,103.792688
1.377346,103.961517
1.310722,103.92737
1.275709,103.836722
1.298836,103.884944
1.323645,103.799868
1.30234,103.892194
1.315847,103.83549
1.317344,103.852254
1.360035,103.940264
1.311374,103.938633
1.320623,103.852497
1.305416,103.901979
1.352979,103.86551
1.351249,103.840757
1.331486,103.79875
1.322224,103.82363
1.351189,103.865142
1.308734,103.909434
1.31638,103.887922
1.275502,103.83761
1.297477,103.883728
1.401592,103.904084
1.297653,103.874753
1.370398,103.84855
1.312089,103.908706
