lng,lat
103.849222,1.28665
103.849102,1.287006
103.849205,1.28669
103.849096,1.287057
103.849074,1.28718
103.849182,1.286753
103.849256,1.286576
103.849171,1.286788
103.849222,1.28665
103.849153,1.286845
103.849205,1.28669
103.849125,1.28692
103.849199,1.286713
103.849102,1.287006
103.849171,1.286788
103.849096,1.287057
103.849074,1.28718
103.849153,1.286845
103.849136,1.286885
103.849119,1.28696
103.849096,1.287057
103.849091,1.287047
103.849074,1.28718
103.849085,1.2872
103.849091,1.287275
103.849085,1.2872
103.849091,1.287418
103.849091,1.287275
103.84909,1.287475
103.849096,1.287349
103.849085,1.287538
103.849091,1.287418
103.84909,1.287567
103.848581,1.286773
103.84909,1.287475
103.849102,1.287756
103.84909,1.287567
103.849102,1.287802
103.848581,1.286773
103.849102,1.287842
103.849102,1.287716
103.849085,1.2872
103.849102,1.287756
103.849091,1.287275
103.849102,1.287842
103.849096,1.287349
103.849942,1.286039
103.849091,1.287418
103.84909,1.287475
103.849085,1.287538
103.848581,1.286773
103.849102,1.287716
103.849102,1.287756
103.849102,1.287802
103.849942,1.286039
103.849085,1.2872
103.849091,1.287275
103.849096,1.287349
103.849096,1.287458
103.849085,1.287538
103.84909,1.287567
103.848581,1.286773
103.849102,1.287716
103.849102,1.287802
103.849102,1.287842
103.849942,1.286039
103.849073,1.288025
103.849942,1.286039
103.849062,1.288105
103.849085,1.287956
103.849085,1.287956
103.849062,1.288105
103.849073,1.288025
103.849085,1.287956
103.849921,1.286054
103.849073,1.288025
103.849062,1.288105
103.849921,1.286054
103.849921,1.286054
103.849538,1.286056
103.849912,1.28602
103.849576,1.286059
103.849576,1.286059
103.849616,1.28602
103.849616,1.28602
103.849673,1.285945
103.849132,1.286809
103.849669,1.28593
103.849669,1.28593
103.849762,1.285802
103.849762,1.285802
103.849862,1.285693
103.849332,1.285944
103.84923,1.286078
103.849153,1.286183
103.849228,1.286116
103.849912,1.28602
103.849912,1.28602
103.849538,1.286056
103.849538,1.286056
103.849616,1.28602
103.849576,1.286059
103.849673,1.285945
103.849673,1.285945
103.849132,1.286809
103.849132,1.286809
103.849762,1.285802
103.849669,1.28593
103.849862,1.285693
103.849862,1.285693
103.84934,1.287498
103.849327,1.28598
103.84917,1.286185
103.849213,1.286088
103.849153,1.286179
103.849051,1.286303
103.848975,1.286401
103.848991,1.2865
103.848969,1.2865
103.84894,1.286605
103.848749,1.2872
103.848755,1.287223
103.848764,1.287517
103.848763,1.28758
103.84877,1.28764
103.84877,1.28764
103.848757,1.287704
103.848794,1.287702
103.848776,1.287702
103.849069,1.284723
103.84881,1.287699
103.849037,1.286278
103.848386,1.284207
103.849307,1.287707
103.849034,1.286338
103.849285,1.288212
103.848965,1.286511
103.848761,1.28745
103.848922,1.286649
103.848763,1.28758
103.848761,1.28745
103.848795,1.287527
103.848763,1.28758
103.848776,1.287702
103.848757,1.287704
103.848794,1.287702
103.84881,1.287699
103.849185,1.284437
103.849043,1.283837
103.849745,1.283219
103.848104,1.283908
103.848079,1.283992
103.848552,1.283915
103.849111,1.285331
103.848079,1.283992
103.848037,1.283967
103.84807,1.2839
103.848106,1.284119
103.848194,1.284156
103.847914,1.283551
103.849088,1.285378
103.848037,1.283967
103.848104,1.283908
103.848079,1.283992
103.848087,1.283959
103.84807,1.2839
103.848106,1.284119
103.848131,1.284044
103.848131,1.284044
103.848194,1.284156
103.848067,1.284017
103.849706,1.285006
103.848104,1.283908
103.848037,1.283967
103.848087,1.283959
103.848106,1.284119
103.848131,1.284044
103.848067,1.284017
103.847883,1.283552
103.847825,1.283326
103.847724,1.283458
103.847916,1.28348
103.847716,1.283491
103.847967,1.283494
103.847766,1.283516
103.848123,1.283342
103.847682,1.283407
103.847897,1.28394
103.847766,1.283516
103.847931,1.283997
103.847766,1.283449
103.847982,1.28406
103.847931,1.283997
103.847982,1.284083
103.847954,1.284026
103.848028,1.284146
103.847982,1.284083
103.848293,1.28446
103.848005,1.284112
103.84785,1.283477
103.847949,1.283343
103.847971,1.284108
103.847682,1.283407
103.847608,1.282931
103.847766,1.283516
103.847916,1.283443
103.847766,1.283449
103.847724,1.283458
103.847931,1.283997
103.847716,1.283491
103.847954,1.284026
103.847766,1.283449
103.847982,1.28406
103.847897,1.28394
103.847954,1.284026
103.848005,1.284112
103.847971,1.284108
103.847982,1.28406
103.847982,1.284083
103.848028,1.284146
103.848293,1.28446
103.848319,1.284452
103.848344,1.284519
103.848319,1.284452
103.84836,1.284561
103.848314,1.28451
103.84729,1.283537
103.84836,1.284561
103.847222,1.283542
103.847348,1.283479
103.84693,1.283743
103.84729,1.283537
103.847222,1.283542
103.84723,1.28355
103.84723,1.28355
103.846877,1.284076
103.846852,1.284009
103.850375,1.282416
103.850525,1.283122
103.849384,1.281993
103.849534,1.282332
103.849599,1.286196
103.849545,1.286115
103.849412,1.286389
103.849412,1.286389
103.850046,1.285878
103.850046,1.285878
103.848319,1.284452
103.848344,1.284519
103.84836,1.284561
103.847348,1.283479
103.84729,1.283537
103.84693,1.283743
103.84723,1.28355
103.846902,1.284068
103.850391,1.282425
103.849463,1.282136
103.849599,1.286196
103.849412,1.286389
103.850046,1.285878
103.848314,1.28451
103.848344,1.284519
103.847348,1.283479
103.84729,1.283537
103.847222,1.283542
103.84693,1.283743
103.846831,1.283998
103.850584,1.282417
103.8506,1.282345
103.849906,1.282747
103.849599,1.286196
103.851278,1.285412
103.84998,1.285843
103.849866,1.286071
103.849833,1.286129
103.84998,1.285843
103.8498,1.286188
103.849775,1.28623
103.849866,1.286071
103.84998,1.285843
103.849833,1.286129
103.8498,1.286188
103.849866,1.286071
103.849866,1.286071
103.849763,1.286234
103.849833,1.286129
103.8498,1.286188
103.8498,1.286188
103.849728,1.286236
103.849775,1.28623
103.849758,1.286297
103.849734,1.286239
103.849555,1.286434
103.849597,1.286474
103.849599,1.286486
103.849566,1.286562
103.849362,1.286954
103.849364,1.286685
103.849434,1.28691
103.849398,1.286945
103.849398,1.286945
103.849313,1.286925
103.84929,1.287057
103.84929,1.28708
103.849273,1.287149
103.849267,1.287218
103.849256,1.287281
103.849267,1.287349
103.849267,1.287493
103.849332,1.287405
103.849261,1.287676
103.849368,1.287801
103.849261,1.287773
103.849261,1.287802
103.849278,1.287848
103.849261,1.287928
103.84925,1.287979
103.849261,1.28802
103.84932,1.288088
103.84921,1.288128
103.849775,1.28623
103.84921,1.28818
103.849193,1.288214
103.849734,1.286239
103.849187,1.288266
103.849704,1.286213
103.849193,1.288289
103.849187,1.288317
103.849555,1.286434
103.849175,1.28834
103.849597,1.286474
103.849599,1.286486
103.849181,1.288369
103.849566,1.286562
103.849248,1.288571
103.849415,1.286622
103.852006,1.285694
103.849364,1.286685
103.848488,1.283056
103.848267,1.283183
103.849434,1.28691
103.848208,1.283083
103.849398,1.286945
103.849758,1.286297
103.849414,1.28691
103.849734,1.286239
103.849313,1.286925
103.849704,1.286213
103.84929,1.287057
103.849555,1.286434
103.84929,1.28708
103.849599,1.286486
103.849267,1.2872
103.849566,1.286562
103.849267,1.287218
103.849362,1.286954
103.849267,1.287349
103.849415,1.286622
103.849267,1.287441
103.849364,1.286685
103.849267,1.287493
103.849434,1.28691
103.849398,1.286945
103.849332,1.287405
103.849414,1.28691
103.849354,1.287728
103.849313,1.286925
103.849368,1.287801
103.84929,1.28708
103.849261,1.287773
103.849273,1.287149
103.849261,1.287802
103.849267,1.287218
103.849267,1.287876
103.849256,1.287281
103.849255,1.287951
103.849267,1.287349
103.84925,1.287979
103.849267,1.287441
103.849261,1.28802
103.849267,1.287493
103.849221,1.288094
103.849261,1.287676
103.84921,1.288128
103.849354,1.287728
103.84921,1.28818
103.849368,1.287801
103.849327,1.288248
103.849187,1.288266
103.849261,1.287802
103.849278,1.287848
103.849193,1.288289
103.849175,1.28834
103.849267,1.287876
103.849175,1.28834
103.849255,1.287951
103.84925,1.287979
103.849181,1.288369
103.84932,1.288088
103.849248,1.288605
103.852313,1.285145
103.849221,1.288094
103.84921,1.288128
103.8483,1.283242
103.84855,1.283066
103.849193,1.288214
103.848511,1.282921
103.849327,1.288248
103.849758,1.286297
103.849187,1.288266
103.849734,1.286239
103.849187,1.288317
103.849704,1.286213
103.849597,1.286474
103.849175,1.28834
103.849181,1.288369
103.849599,1.286486
103.849212,1.288555
103.849566,1.286562
103.849362,1.286954
103.852518,1.285919
103.849415,1.286622
103.848536,1.283108
103.849434,1.28691
103.848575,1.28315
103.849434,1.28691
103.847992,1.283588
103.849398,1.286945
103.849414,1.28691
103.848546,1.282948
103.84929,1.287057
103.84929,1.28708
103.849273,1.287149
103.849267,1.287218
103.849256,1.287281
103.849267,1.287349
103.849267,1.287441
103.849332,1.287405
103.849261,1.287676
103.849354,1.287728
103.849261,1.287773
103.849261,1.287802
103.849278,1.287848
103.849267,1.287876
103.849255,1.287951
103.849261,1.28802
103.84932,1.288088
103.849221,1.288094
103.84921,1.28818
103.849193,1.288214
103.849327,1.288248
103.849193,1.288289
103.849187,1.288317
103.849175,1.28834
103.849181,1.288369
103.849257,1.288546
103.852185,1.285832
103.848342,1.283301
103.847634,1.282981
103.848509,1.283007
103.848613,1.28299
103.848546,1.282948
103.848237,1.283162
103.848246,1.283175
103.848613,1.28299
103.848521,1.28299
103.848521,1.28299
103.848726,1.28289
103.84761,1.282969
103.848676,1.282831
103.848123,1.282903
103.848446,1.283376
103.848446,1.283376
103.848446,1.283376
103.848338,1.28315
103.847972,1.282247
103.843337,1.280922
103.842829,1.281875
103.842448,1.285892
103.842581,1.284783
103.843202,1.282391
103.842718,1.282829
103.845953,1.284448
103.845848,1.284292
103.845248,1.284681
103.845427,1.285089
103.846108,1.284687
103.845581,1.285308
103.845698,1.285423
103.842967,1.282272
103.843676,1.282392
103.844478,1.288128
103.844724,1.287826
103.84451,1.284403
103.843486,1.288521
103.843595,1.288949
103.843503,1.28863
103.843595,1.288949
103.843365,1.288606
103.843503,1.28863
103.843359,1.288709
103.843362,1.28872
103.843362,1.28872
103.846606,1.286153
103.843543,1.288862
103.845891,1.288313
103.843362,1.28872
103.846066,1.286314
103.847142,1.286425
103.844035,1.289456
103.846958,1.285911
103.846293,1.285663
103.845659,1.286058
103.845723,1.283687
103.845723,1.283687
103.845643,1.283733
103.845643,1.283733
103.845643,1.283733
103.845569,1.283767
103.845501,1.283807
103.845569,1.283767
103.845569,1.283767
103.845501,1.283807
103.845501,1.283807
103.845421,1.283847
103.845375,1.283872
103.845375,1.283872
103.845421,1.283847
103.845421,1.283847
103.845284,1.283922
103.845375,1.283872
103.845341,1.283887
103.845284,1.283922
103.845222,1.283956
103.845136,1.284013
103.845039,1.284071
103.845136,1.284013
103.845284,1.283922
103.845222,1.283956
103.845136,1.284013
103.845039,1.284071
103.844943,1.284139
103.845222,1.283956
103.845039,1.284071
103.844943,1.284139
103.844943,1.284139
103.844846,1.284191
103.844698,1.284282
103.844846,1.284191
103.844846,1.284191
103.844846,1.284191
103.844698,1.284282
103.844698,1.284282
103.844578,1.284334
103.844694,1.284256
103.844632,1.28445
103.844431,1.284413
103.8438,1.2855
103.844652,1.284284
103.844544,1.284343
103.843126,1.285287
103.844578,1.284362
103.844578,1.284362
103.844442,1.284454
103.844476,1.284431
103.844434,1.284438
103.844544,1.284313
103.844014,1.286009
103.843907,1.285598
103.844578,1.284362
103.844464,1.284402
103.844536,1.284351
103.843126,1.285287
103.84857,1.288212
103.845131,1.284253
103.848096,1.288587
103.848575,1.288192
103.848123,1.288549
103.848123,1.288549
103.848157,1.288477
103.848168,1.288466
103.848083,1.288546
103.848111,1.288517
103.848627,1.288229
103.848587,1.288139
103.848575,1.288192
103.848096,1.288587
103.848123,1.288549
103.848189,1.288474
103.848157,1.288477
103.848157,1.288477
103.848111,1.288517
103.848575,1.288192
103.848096,1.288587
103.84815,1.288505
103.848111,1.288517
103.848071,1.288558
103.848006,1.288641
103.848006,1.288641
103.847957,1.288672
103.847957,1.288672
103.848006,1.288641
103.848006,1.288641
103.847957,1.288672
103.847957,1.288672
103.848006,1.288641
103.847957,1.288672
103.848731,1.288713
103.844433,1.283044
103.844449,1.283078
103.844449,1.283078
103.844433,1.283044
103.844449,1.283078
103.844242,1.283298
103.844433,1.283044
103.844249,1.283348
103.844369,1.282981
103.844408,1.282985
103.844249,1.283348
103.844404,1.282961
103.844226,1.283297
103.84442,1.283007
103.844404,1.282961
103.844249,1.283348
103.84442,1.283007
103.844226,1.283297
103.844408,1.282985
103.844203,1.283245
103.844226,1.283297
103.84442,1.283007
103.844408,1.282985
103.844203,1.283245
103.844404,1.282961
103.844203,1.283245
103.844203,1.283245
103.844169,1.283176
103.844383,1.282943
103.844141,1.283125
103.844169,1.283176
103.844305,1.282657
103.844141,1.283125
103.844222,1.282663
103.844083,1.283102
103.844155,1.282492
103.844222,1.282663
103.843872,1.282801
103.843903,1.282818
103.844173,1.282629
103.843942,1.282809
103.843872,1.282801
103.844173,1.282629
103.844383,1.282943
103.844468,1.282514
103.844383,1.28291
103.844383,1.282943
103.844305,1.282657
103.844383,1.28291
103.844083,1.283102
103.844141,1.283125
103.844155,1.282492
103.844083,1.283102
103.844222,1.282663
103.843903,1.282818
103.843903,1.282818
103.844232,1.282109
103.843856,1.28272
103.844192,1.282573
103.844192,1.282573
103.844468,1.282514
103.844169,1.283176
103.844383,1.28291
103.844305,1.282657
103.844083,1.283102
103.844155,1.282492
103.843872,1.282801
103.844173,1.282629
103.844192,1.282573
103.844468,1.282514
103.844801,1.28231
103.844801,1.282335
103.844726,1.282368
103.844801,1.28231
103.844653,1.282472
103.844726,1.282368
103.844767,1.282392
103.844716,1.282426
103.844774,1.282739
103.844767,1.282392
103.844774,1.282739
103.844523,1.282473
103.844716,1.282773
103.844498,1.282498
103.844498,1.282498
103.844456,1.28254
103.844456,1.28254
103.844641,1.28279
103.844359,1.282638
103.844801,1.282335
103.844801,1.28231
103.844776,1.282319
103.844776,1.282319
103.844726,1.282368
103.844653,1.282472
103.844716,1.282426
103.844767,1.282392
103.844538,1.282454
103.844538,1.282454
103.844774,1.282739
103.844523,1.282473
103.844716,1.282773
103.844498,1.282498
103.844666,1.282773
103.844666,1.282773
103.844456,1.28254
103.844566,1.282832
103.844641,1.28279
103.844801,1.282335
103.844776,1.282319
103.844653,1.282472
103.844716,1.282426
103.844538,1.282454
103.844523,1.282473
103.844716,1.282773
103.844666,1.282773
103.844641,1.28279
103.844566,1.282832
103.844284,1.282696
103.844587,1.282834
103.8446,1.282805
103.844566,1.282832
103.843714,1.283016
103.844242,1.282713
103.843662,1.283039
103.84455,1.282495
103.843617,1.283073
103.843765,1.282987
103.844541,1.282865
103.843662,1.283039
103.844587,1.282834
103.843617,1.283073
103.844004,1.283504
103.84389,1.283176
103.844541,1.282865
103.843714,1.283016
103.844587,1.282834
103.843947,1.283153
103.844513,1.282554
103.84389,1.283176
103.843714,1.283016
103.844541,1.282865
103.843947,1.283153
103.844587,1.282834
103.843617,1.283073
103.843822,1.282964
103.843662,1.283039
103.843947,1.283153
103.84389,1.283176
103.84362,1.283061
103.843543,1.283119
103.84362,1.283061
103.843765,1.283245
103.843836,1.283208
103.843836,1.283208
103.843765,1.283245
103.843765,1.283245
103.84362,1.283061
103.843543,1.283119
103.843836,1.283208
103.843543,1.283119
103.843497,1.283147
103.843463,1.28317
103.843497,1.283147
103.843679,1.283291
103.843731,1.283268
103.843622,1.283319
103.843679,1.283291
103.843318,1.28322
103.843622,1.283319
103.843338,1.283228
103.843318,1.28322
103.843731,1.283268
103.843503,1.283394
103.843497,1.283147
103.843463,1.28317
103.843463,1.28317
103.843423,1.283193
103.843423,1.283193
103.843318,1.28322
103.843622,1.283319
103.843355,1.283216
103.843355,1.283216
103.843338,1.283228
103.843338,1.283228
103.843731,1.283268
103.843679,1.283291
103.843423,1.283193
103.843318,1.28322
103.843355,1.283216
103.843292,1.283256
103.843299,1.283233
103.843292,1.283256
103.843333,1.283174
103.843299,1.283233
103.843204,1.283299
103.843291,1.283216
103.843204,1.283299
103.843141,1.283275
103.843141,1.283275
103.849012,1.288151
103.84873,1.28768
103.848951,1.288084
103.848951,1.288084
103.848672,1.287685
103.848804,1.28778
103.848581,1.287531
103.848677,1.287639
103.84857,1.288072
103.84857,1.288072
103.843264,1.283268
103.843292,1.283256
103.843291,1.283216
103.843264,1.283268
103.843333,1.283174
103.843291,1.283216
103.844509,1.282503
103.849072,1.288239
103.843204,1.283299
103.849012,1.288151
103.844509,1.282503
103.848733,1.287747
103.848667,1.287661
103.848677,1.287639
103.848951,1.288084
103.84857,1.288072
103.848733,1.287747
103.848677,1.287639
103.84857,1.288072
103.843264,1.283268
103.843299,1.283233
103.843333,1.283174
103.844509,1.282503
103.843141,1.283275
103.849012,1.288151
103.848733,1.287747
103.848755,1.287744
103.848589,1.288046
103.848539,1.288007
103.848581,1.287531
103.848152,1.286627
103.84857,1.288072
103.84818,1.286679
103.848166,1.286586
103.848226,1.286742
103.848152,1.286627
103.848464,1.28792
103.84818,1.286679
103.8483,1.286828
103.848328,1.286902
103.848226,1.286742
103.848351,1.286954
103.848464,1.28792
